1,highway,1,4.50176809581,0
1,highway,2,5.59329001888,0
1,highway,1,5.9846590472,0
1,highway,1,1.74682575133,0
1,highway,1,0.0,0
1,highway,1,4.50176809581,0
122,highway,1,8.22243554804,0
53,highway,1,4.1744305122,0
187,highway,1,8.76504930015,0
169,highway,1,6.50828763207,0
169,highway,1,1.12527620879,0
28,highway,1,8.06838700469,0
28,highway,1,19.9924445643,0
28,highway,1,18.9979951241,0
102,highway,1,57.1960253288,0
83,highway,1,1.72683165358,0
83,highway,1,1.61022577067,0
11,highway,1,6.33671896604,0
11,highway,1,7.92349261381,0
11,highway,1,3.30813983139,0
11,highway,1,0.222593068871,0
159,highway,1,15.0641264429,0
148,highway,1,1.59008431274,0
148,highway,1,4.69871931136,0
161,highway,1,0.0,0
161,highway,1,42.9784988937,0
161,highway,1,24.001970722,0
32,highway,1,2.08387551261,0
32,highway,1,2.29983089084,0
32,highway,1,2.62235659576,0
32,highway,1,0.7107298014,0
32,highway,1,3.77583121799,0
183,highway,2,9.47320888449,0
183,highway,1,3.98771107925,0
183,highway,1,7.84010786305,0
183,highway,1,9.29325225128,0
15,highway,1,7.01553872263,0
40,highway,1,4.94197890412,0
40,highway,1,0.750917443111,0
40,highway,1,1.98052790542,0
40,highway,1,2.46721794365,0
40,highway,1,6.74627356125,0
40,highway,1,1.89696817162,0
89,highway,1,3.48086502577,0
89,highway,1,0.438049053477,0
89,highway,1,4.9109763119,0
89,highway,1,10.4339203105,0
89,highway,1,3.09005475398,0
89,highway,1,4.26735049022,0
89,highway,1,5.28325045297,0
89,highway,1,9.20029119717,0
18,highway,1,0.536997037057,0
18,highway,1,0.0671996431638,0
18,highway,1,6.24664476901,0
18,highway,1,4.28440346066,0
18,highway,1,0.0,0
18,highway,1,1.35094443458,0
137,highway,1,4.99176462886,0
137,highway,1,3.40022683247,0
137,highway,1,4.93347158827,0
52,local,1,1.54600422144,0
52,local,1,5.74233629806,0
34,highway,1,3.68390528888,0
174,highway,1,0.476393801384,0
84,highway,1,7.10996965009,0
84,highway,1,6.35552720371,0
84,highway,1,5.68572078024,0
84,highway,1,1.42700736457,0
84,highway,1,0.0,0
84,highway,1,1.47157259805,0
170,highway,1,5.47221129726,0
25,highway,1,0.491721556062,0
13,highway,1,0.61068213439,0
13,highway,1,13.2129334076,0
13,highway,1,4.43907629648,0
13,highway,1,2.8645845381,0
13,highway,1,7.13460039655,0
13,highway,1,0.0,0
13,highway,1,7.73211090647,0
13,highway,1,3.2061189401,0
13,highway,1,1.85912074385,0
13,highway,1,0.0990544957593,0
13,highway,1,0.815215767237,0
13,highway,1,4.34649802786,0
13,highway,1,4.02876735554,0
13,highway,1,33.973270524,0
13,highway,1,7.12366146287,0
69,highway,1,5.33863264922,0
162,highway,1,2.93599578088,0
162,highway,1,2.28088959292,0
162,highway,1,6.27035496698,0
162,highway,1,1.61229047074,0
78,highway,1,0.0,0
78,highway,1,1.26659689271,0
78,highway,1,0.0,0
78,highway,1,0.720856476138,0
35,highway,1,7.56217213965,0
35,highway,1,13.5062918355,0
180,highway,1,4.49683656527,0
180,highway,1,8.95828512447,0
1,highway,2,33.1033928406,0
1,highway,1,16.129971078,0
1,highway,1,6.02979922514,0
