53,highway,1,3.79651567122,0
53,highway,1,2.40067443415,0
53,highway,1,2.01572612524,0
53,highway,2,0.108480223668,0
53,highway,1,4.78334993359,0
53,highway,1,0.0,0
53,highway,1,0.0,0
53,highway,1,0.68224846067,0
53,highway,1,3.06334406235,0
458,highway,2,2.34315266881,0
458,highway,1,0.308595528975,0
532,local,1,0.110742880386,0
384,local,2,3.90833573318,1
384,local,1,2.30477658617,0
174,highway,1,0.476393801384,0
174,highway,1,0.330290727467,0
174,highway,2,4.58567510065,0
174,highway,1,12.4219409037,0
472,highway,1,3.18874682093,0
141,highway,1,19.3692625422,0
40,highway,1,4.94197890412,0
40,highway,2,18.4430959402,0
40,highway,1,6.46151612711,0
40,highway,2,3.96585110987,0
40,highway,1,0.750917443111,0
40,highway,2,0.0,0
40,highway,1,0.356988223085,0
40,highway,1,2.29172006212,0
40,highway,1,2.46721794365,0
40,highway,1,4.65379877893,0
40,highway,2,1.26313612925,0
40,highway,1,0.930507809217,0
40,highway,1,4.21925791701,0
40,highway,1,3.73553243769,0
40,highway,1,3.4046686016,0
40,highway,1,6.74627356125,0
40,highway,1,0.0,0
40,highway,1,0.910299487463,0
40,highway,1,1.89696817162,0
40,highway,1,6.4128664059,0
40,highway,2,3.66231374738,0
40,highway,1,1.44638011782,0
40,highway,1,2.93814420614,0
40,highway,1,0.459002370963,0
40,highway,1,0.0,0
40,highway,1,20.0510539994,0
40,highway,1,1.74137669686,0
40,highway,1,2.66714584628,0
40,highway,2,7.23067627015,0
40,highway,1,1.25312910459,0
40,highway,1,0.393192614818,0
40,highway,2,21.8538816312,0
40,highway,1,2.03458694712,0
40,highway,1,4.65913951322,0
40,highway,1,1.20535440009,0
40,highway,1,14.0022333522,0
40,highway,1,0.161260327489,0
40,highway,2,0.0,0
40,highway,2,2.6654735184,0
40,highway,1,1.76531543193,0
40,highway,1,4.94995391638,0
40,highway,1,18.8778595564,0
40,highway,5,1.16935408395,1
8,local,1,1.00585363339,0
254,highway,1,0.60150821725,0
254,highway,1,6.47614131013,0
254,highway,1,0.731904823887,0
254,highway,1,6.39782383518,0
336,local,1,0.58440936246,0
336,local,1,0.187250136978,0
336,local,1,12.1821388343,0
336,local,1,2.35290881044,0
336,local,1,3.49835755392,0
37,local,1,3.98824107257,0
37,local,1,1.73052946692,0
37,local,1,1.58658067253,0
37,local,1,6.81857939027,0
37,local,1,2.26083653095,0
37,local,1,2.99955666594,0
37,local,1,31.5913446122,0
37,local,1,3.35596087873,0
37,local,1,3.99909246976,0
37,local,2,3.63811773581,1
37,local,1,8.27334817272,0
69,highway,2,0.628854941948,0
